1367	1374
1367	1444
1367	1757
1368	1393
1368	1560
1368	1593
1368	1793
1368	1895
1368	2106
1368	2115
1368	2144
1368	2314
1368	2335
1369	1482
1369	1660
1369	1696
1369	1957
1369	2148
1370	1842
1370	1868
1370	2223
1370	2311
1370	2356
1371	1395
1371	1440
1371	1637
1371	1645
1371	1720
1371	2001
1372	1804
1372	1961
1372	2187
1372	2274
1373	1627
1373	1790
1373	1937
1373	1955
1373	2323
1374	1581
1374	1716
1374	1717
1374	1822
1375	1538
1375	1602
1375	1962
1376	1953
1376	2335
1377	1580
1377	1647
1377	1752
1377	1775
1377	2023
1378	1603
1378	1702
1378	2012
1378	2037
1378	2103
1378	2325
1379	1393
1379	1452
1379	1782
1379	1873
1379	2104
1379	2178
1380	1392
1380	1574
1380	1805
1380	1863
1380	2056
1380	2097
1380	2132
1380	2170
1381	2112
1381	2304
1382	2095
1382	2181
1382	2276
1382	2348
1383	1570
1383	1999
1384	1406
1384	1567
1384	1584
1384	1946
1384	2098
1385	1712
1386	1646
1386	2160
1386	2190
1387	1780
1387	1885
1388	1421
1388	1792
1388	1847
1388	2187
1388	2216
1388	2348
1389	1436
1389	1697
1389	1834
1389	1859
1389	1894
1389	2128
1389	2194
1389	2347
1389	2351
1390	1527
1390	1863
1390	1977
1390	2250
1391	1570
1391	1580
1391	1588
1391	1862
1391	1879
1391	2031
1391	2144
1392	1652
1392	2062
1392	2151
1393	1703
1393	2099
1394	1822
1395	1517
1395	1580
1395	1712
1395	1816
1395	1912
1395	2192
1395	2272
1396	1408
1396	1429
1396	1591
1396	1686
1396	1727
1396	1810
1396	2234
1397	1426
1397	1726
1397	1738
1397	1840
1397	1876
1397	2330
1398	1532
1398	1667
1398	1687
1398	2068
1398	2091
1398	2199
1399	1599
1399	2277
1400	1722
1400	2089
1401	1491
1401	1697
1401	2010
1401	2030
1401	2096
1402	1462
1402	1852
1402	2117
1402	2234
1403	1412
1403	1418
1403	1463
1403	1923
1403	1925
1403	1950
1403	1989
1404	1504
1404	1762
1404	2287
1405	1600
1405	1789
1405	2055
1405	2098
1405	2117
1405	2345
1406	1472
1406	1643
1406	1933
1406	1937
1406	1955
1406	2133
1406	2250
1407	1501
1407	1524
1407	1695
1407	1995
1407	2318
1408	1833
1408	2087
1408	2347
1409	1474
1409	1613
1409	1668
1409	1742
1409	2152
1409	2180
1409	2206
1410	1487
1410	1988
1410	2259
1411	1670
1411	2165
1411	2249
1411	2280
1411	2348
1412	1493
1412	1719
1412	1952
1412	2084
1412	2169
1412	2211
1412	2319
1413	1893
1413	2159
1414	1483
1414	1717
1414	1805
1414	1813
1414	1925
1414	1933
1414	2037
1414	2281
1415	1484
1415	2290
1415	2321
1416	1490
1416	1580
1416	1765
1416	1876
1416	2178
1417	1603
1417	1796
1417	1897
1417	1986
1417	2089
1418	1510
1418	1617
1418	1766
1418	1810
1418	1873
1418	1899
1418	2010
1419	1471
1419	1596
1419	1738
1419	1805
1419	2028
1419	2198
1419	2291
1420	1559
1420	1600
1420	1698
1420	1728
1420	1956
1420	2026
1420	2327
1420	2335
1421	1596
1421	1651
1421	1658
1421	1818
1421	2242
1422	1441
1422	1560
1422	1599
1422	1645
1422	1712
1422	1754
1422	1801
1422	2067
1423	1544
1423	1560
1423	1787
1423	2045
1423	2302
1424	1473
1424	2041
1424	2082
1425	1472
1425	1499
1425	1935
1426	1769
1426	1910
1426	1955
1427	1537
1427	1622
1427	1738
1427	2321
1428	1840
1428	2243
1428	2259
1428	2291
1429	1597
1429	1876
1429	2168
1429	2184
1430	1528
1430	1664
1430	1780
1430	1791
1430	1940
1430	2045
1430	2076
1430	2345
1431	1642
1431	2076
1431	2089
1431	2106
1432	1529
1432	1923
1432	1961
1433	1470
1433	1556
1433	1661
1433	1740
1433	1838
1433	1920
1433	2162
1433	2344
1434	1436
1434	1601
1434	1745
1434	1981
1434	2010
1435	1735
1435	1869
1435	1878
1435	1967
1436	1539
1436	1588
1436	1716
1436	1842
1436	2039
1436	2249
1437	1460
1437	2166
1438	1731
1438	1768
1438	1970
1438	1994
1438	2137
1438	2285
1439	1474
1439	1601
1439	1733
1439	2145
1439	2200
1439	2230
1439	2243
1439	2273
1440	1481
1440	1493
1440	1672
1441	1445
1441	1477
1441	2160
1441	2170
1441	2231
1442	1546
1442	1587
1442	1635
1442	2225
1443	1517
1443	1823
1443	2293
1444	1495
1444	1681
1445	1636
1445	1990
1446	1583
1446	1673
1446	1796
1446	2131
1446	2325
1447	1518
1447	1729
1447	2093
1447	2120
1448	1678
1448	1679
1448	2300
1448	2302
1449	1791
1449	1853
1449	2063
1449	2200
1450	1499
1450	1647
1450	1981
1450	2018
1450	2048
1450	2282
1450	2360
1451	1539
1451	1581
1451	1904
1451	2136
1451	2328
1451	2364
1452	1608
1452	1632
1452	2217
1452	2238
1453	1588
1453	1782
1453	1811
1453	1886
1454	1605
1454	1748
1454	1804
1455	1559
1455	1853
1455	1954
1455	2000
1455	2009
1455	2158
1456	1528
1456	1530
1456	1649
1456	1937
1456	2189
1456	2237
1456	2302
1457	1580
1457	1916
1457	2198
1457	2213
1457	2299
1458	1501
1458	1632
1458	1829
1458	2013
1458	2282
1459	1497
1459	1521
1459	1662
1459	1827
1459	2038
1459	2051
1459	2324
1460	1605
1460	1694
1460	1956
1461	1493
1461	1594
1461	1863
1461	2065
1461	2206
1462	1503
1462	1508
1462	1588
1462	1935
1462	2052
1462	2161
1462	2243
1462	2366
1463	1734
1463	1744
1464	1477
1464	1661
1464	1682
1464	1755
1465	1501
1465	1656
1465	1666
1465	1697
1465	1844
1465	1929
1465	2351
1466	2024
1466	2288
1466	2333
1467	2252
1467	2257
1468	1630
1468	1728
1468	1760
1468	1972
1468	1974
1468	2146
1468	2203
1468	2221
1469	1734
1469	1892
1469	2122
1469	2145
1469	2178
1469	2362
1470	1535
